x, y
21.803267, 928.159973
21.795031, 1074.133545
21.786795, 1567.154541
21.778559, 2082.141846
21.770321, 2330.309082
21.762085, 2263.703125
21.753849, 2128.426758
21.745613, 1711.208496
21.737375, 1390.104736
21.729139, 1094.706299
21.720903, 783.124390
21.712666, 725.752563
21.704430, 815.261475
21.696194, 752.078857
21.687958, 881.516846
21.679720, 709.735229
21.671484, 845.868469
21.663248, 1008.327515
21.655012, 984.377319
21.646774, 1046.110718
21.638538, 899.208618
21.630302, 1027.881348
21.622066, 1036.399414
21.613829, 916.050903
21.605593, 817.410095
21.597357, 896.250854
21.589119, 1245.654663
21.580883, 1268.695557
21.572647, 1730.554810
21.564411, 2695.277832
21.556173, 3991.862549
21.547937, 4922.229492
21.539701, 4774.526367
21.531466, 4199.651367
21.523228, 3179.956055
21.514992, 2427.817871
21.506756, 1599.910156
21.498520, 1290.529541
21.490282, 1211.356812
21.482046, 1019.150391
21.473810, 1011.580444
21.465574, 830.151917
21.457336, 949.124939
21.449100, 774.525513
21.440865, 940.587280
21.432627, 1079.210083
21.424391, 1075.250488
21.416155, 985.243164
21.407919, 905.226929
21.399681, 816.795410
21.391445, 2121.391113
21.383209, 2235.024902
21.374973, 2360.168457
21.366735, 2748.722412
21.358500, 3229.020996
21.350264, 3660.101074
21.342028, 3789.639160
21.333790, 3881.640625
21.325554, 3327.424805
21.317318, 2939.270508
21.309082, 2580.736084
21.300844, 2356.276611
21.292608, 2441.663574
21.284372, 2477.053711
21.276134, 2666.234619
21.267899, 2961.583008
21.259663, 3169.973633
21.251427, 3367.316895
21.243189, 3288.355957
21.234953, 3341.020020
21.226717, 3141.559082
21.218481, 2675.054199
21.210243, 2262.448975
21.202007, 2462.736328
21.193771, 2498.555420
21.185535, 2912.417725
21.177298, 3467.641113
21.169062, 4135.765625
21.160826, 4641.125488
21.152590, 4830.309570
21.144352, 5162.530762
21.136116, 4990.882813
21.127880, 4400.079590
21.119642, 3882.311768
21.111406, 3088.410645
21.103170, 2410.893555
21.094934, 2068.480225
21.086697, 1974.531128
21.078461, 2171.048340
21.070225, 3015.103271
21.061989, 4127.851563
21.053751, 5190.504883
21.045515, 5527.662598
21.037279, 5929.716797
21.029043, 5622.863281
21.020805, 4929.301758
21.012569, 3943.325684
21.004333, 3226.322021
20.996098, 2700.655518
20.987860, 2732.258301
20.979624, 2953.812256
20.971388, 3426.884766
20.963150, 3968.577637
20.954914, 4476.646973
20.946678, 5133.286133
20.938442, 5878.829102
20.930204, 6157.018555
20.921968, 6120.616211
20.913733, 5716.601074
20.905497, 5231.432129
20.897259, 5051.228027
20.889023, 4666.853516
20.880787, 4480.650391
20.872551, 4567.948730
20.864313, 4069.747314
20.856077, 3625.376953
20.847841, 3876.026367
20.839605, 4865.933594
20.831367, 6527.068359
20.823132, 7702.715332
20.814896, 7853.760742
20.806658, 7276.259766
20.798422, 7102.411621
20.790186, 6751.017578
20.781950, 5531.263672
20.773712, 4590.281250
20.765476, 3802.819824
20.757240, 3394.436035
20.749004, 3340.510254
20.740767, 4229.927734
20.732531, 5540.216797
20.724295, 7335.273926
20.716059, 9676.636719
20.707821, 12700.140625
20.699585, 14896.219727
20.691349, 15675.623047
20.683111, 14892.110352
20.674875, 13191.047852
20.666639, 10535.911133
20.658403, 7706.496582
20.650166, 5521.929199
20.641930, 4215.903320
20.633694, 3747.173340
20.625458, 3782.624512
20.617220, 4364.985840
20.608984, 6383.183594
20.600748, 10526.906250
20.592512, 16647.472656
20.584274, 24321.187500
20.576038, 31962.816406
20.567802, 34209.328125
20.559566, 31576.734375
20.551329, 26981.738281
20.543093, 19788.230469
20.534857, 13528.839844
20.526619, 9638.202148
20.518383, 6695.354980
20.510147, 4862.005859
20.501911, 3972.841797
20.493673, 4079.359131
20.485437, 5510.194336
20.477201, 9179.652344
20.468966, 15934.443359
20.460728, 26246.843750
20.452492, 36860.335938
20.444256, 44561.773438
20.436020, 46382.437500
20.427782, 42526.929688
20.419546, 34397.914063
20.411310, 24979.667969
20.403074, 17872.933594
20.394836, 12471.328125
20.386600, 8821.409180
20.378365, 6862.588867
20.370127, 5734.447266
20.361891, 5669.673828
20.353655, 6112.244141
20.345419, 7481.268066
20.337181, 10161.726563
20.328945, 14359.790039
20.320709, 21753.177734
20.312473, 31197.613281
20.304235, 36150.101563
20.296000, 33627.109375
20.287764, 28442.927734
20.279528, 21918.187500
20.271290, 16107.097656
20.263054, 11320.731445
20.254818, 7988.345215
20.246582, 6239.164063
20.238344, 4935.269043
20.230108, 4029.982910
20.221872, 3652.020264
20.213634, 2973.569580
20.205399, 2637.771484
20.197163, 2710.959473
20.188927, 2690.757568
20.180689, 2624.673340
20.172453, 2242.143066
20.164217, 2448.771484
20.155981, 2476.904785
20.147743, 2628.162109
20.139507, 3055.671631
20.131271, 3024.973145
20.123035, 2972.579102
20.114798, 2929.877930
20.106562, 2781.039551
20.098326, 2856.020508
20.090090, 3239.043945
20.081852, 3476.026855
20.073616, 3382.976807
20.065380, 3419.218750
20.057142, 3130.569580
20.048906, 3023.522461
20.040670, 2797.032227
20.032434, 2329.876953
20.024197, 2028.324585
20.015961, 1751.540039
20.007725, 1442.256592
19.999489, 1093.867920
19.991251, 1056.543335
19.983015, 1071.490234
19.974779, 1106.422607
19.966543, 1075.811523
19.958305, 1086.379150
19.950069, 1097.367920
19.941833, 1040.548706
19.933596, 1115.360352
19.925360, 1159.112671
19.917124, 957.239136
19.908888, 1043.308594
19.900650, 938.659241
19.892414, 1118.162842
19.884178, 1102.211426
19.875942, 1427.241333
19.867704, 1403.937988
19.859468, 1202.433350
19.851233, 1110.807495
19.842997, 1133.335449
19.834759, 1033.836304
19.826523, 1040.569092
19.818287, 947.609497
19.810051, 1019.347168
19.801813, 1094.029663
19.793577, 1127.164673
19.785341, 1226.257690
19.777103, 1384.334229
19.768867, 1209.723145
19.760632, 1214.051758
19.752396, 1019.578918
19.744158, 1061.726807
19.735922, 1158.453369
19.727686, 1079.650879
19.719450, 846.499939
19.711212, 906.610718
19.702976, 845.621216
19.694740, 954.266663
19.686504, 940.167542
19.678267, 966.655518
19.670031, 1053.482910
19.661795, 823.607666
19.653559, 911.681641
19.645321, 1054.135132
19.637085, 1127.017334
19.628849, 1007.818787
19.620611, 771.942627
19.612375, 742.689148
19.604139, 878.412170
19.595903, 1082.588135
19.587666, 1042.267456
19.579430, 949.861145
19.571194, 1015.647095
19.562958, 845.698486
19.554720, 821.874023
19.546484, 714.675171
19.538248, 720.579041
19.530012, 737.717468
19.521774, 993.182129
19.513538, 1201.516846
19.505302, 973.486572
19.497066, 1036.477539
19.488829, 879.753967
19.480593, 784.062988
19.472357, 807.983154
19.464119, 886.591858
19.455883, 800.084106
19.447647, 792.119263
19.439411, 758.575378
19.431173, 1101.076782
19.422937, 1086.615479
19.414701, 1015.590332
19.406466, 1246.050781
19.398228, 1314.157959
19.389992, 1209.161621
19.381756, 693.985229
19.373520, 786.186279
19.365282, 692.395569
19.357046, 922.629456
19.348810, 799.736755
19.340574, 1026.376465
19.332336, 821.495483
19.324100, 901.234802
19.315865, 1040.934692
19.307627, 1041.707764
19.299391, 874.928101
19.291155, 961.638916
19.282919, 809.712280
19.274681, 1209.450439
19.266445, 1143.459229
19.258209, 990.857727
19.249973, 950.435913
19.241735, 790.896362
19.233500, 1058.700073
19.225264, 950.961365
19.217028, 1166.684570
19.208790, 1447.189697
19.200554, 1779.012207
19.192318, 1744.424316
19.184082, 2227.167969
19.175844, 2746.607910
19.167608, 2800.359375
19.159372, 2514.600586
19.151134, 2050.658447
19.142899, 1345.967529
19.134663, 1411.118408
19.126427, 1300.707886
19.118189, 1410.610474
19.109953, 1733.650391
19.101717, 2344.726563
19.093481, 2751.659180
19.085243, 2762.373291
19.077007, 3008.098145
19.068771, 2983.706299
19.060535, 2499.881104
19.052298, 2222.360352
19.044062, 2050.253662
19.035826, 1877.512329
19.027588, 1652.277588
19.019352, 1580.143311
19.011116, 1702.407471
19.002880, 1824.859009
18.994642, 3052.576904
18.986406, 4101.597656
18.978170, 5009.506836
18.969934, 5928.671387
18.961697, 6426.515625
18.953461, 5752.742188
18.945225, 5427.516602
18.936989, 4389.104980
18.928751, 3306.682373
18.920515, 2586.352051
18.912279, 2301.096680
18.904043, 2209.397949
18.895805, 2425.433105
18.887569, 2877.103516
18.879333, 4283.149414
18.871096, 6593.330078
18.862860, 9966.517578
18.854624, 12289.829102
18.846388, 13169.635742
18.838150, 12828.199219
18.829914, 11797.362305
18.821678, 9670.658203
18.813442, 7751.681641
18.805204, 6479.708008
18.796968, 5114.638672
18.788733, 3725.023438
18.780497, 3496.455566
18.772259, 3605.264893
18.764023, 3985.111084
18.755787, 5692.812500
18.747551, 9459.519531
18.739313, 14068.566406
18.731077, 18220.921875
18.722841, 21721.230469
18.714603, 21307.218750
18.706367, 19353.933594
18.698132, 17019.925781
18.689896, 14377.318359
18.681658, 10553.720703
18.673422, 7434.371094
18.665186, 5490.277344
18.656950, 4490.599609
18.648712, 4216.961426
18.640476, 4310.117188
18.632240, 5477.685059
18.624004, 8708.213867
18.615767, 13446.376953
18.607531, 20907.105469
18.599295, 29563.257813
18.591059, 35026.195313
18.582821, 35736.191406
18.574585, 32563.275391
18.566349, 26768.517578
18.558111, 20200.171875
18.549875, 13905.404297
18.541639, 9706.535156
18.533403, 7364.595703
18.525166, 6017.927734
18.516930, 5373.239746
18.508694, 6169.675781
18.500458, 8270.471680
18.492220, 11843.914063
18.483984, 19635.941406
18.475748, 31923.626953
18.467512, 46902.523438
18.459274, 58170.738281
18.451038, 61121.882813
18.442802, 56000.699219
18.434566, 46770.359375
18.426329, 36745.945313
18.418093, 26949.597656
18.409857, 17655.224609
18.401619, 11931.760742
18.393383, 8325.231445
18.385147, 6701.192871
18.376911, 6476.111816
18.368673, 7875.544922
18.360437, 12014.693359
18.352201, 21094.554688
18.343966, 35274.382813
18.335728, 54092.515625
18.327492, 77862.812500
18.319256, 94288.593750
18.311020, 96678.343750
18.302782, 86891.304688
18.294546, 70110.664063
18.286310, 51537.937500
18.278072, 36637.058594
18.269836, 24568.859375
18.261600, 17260.898438
18.253365, 12431.968750
18.245127, 9364.555664
18.236891, 7881.542969
18.228655, 8393.100586
18.220419, 10720.384766
18.212181, 17433.097656
18.203945, 31115.113281
18.195709, 49790.074219
18.187473, 72006.906250
18.179235, 89364.085938
18.171000, 95541.859375
18.162764, 88537.562500
18.154528, 74336.109375
18.146290, 57833.855469
18.138054, 40668.031250
18.129818, 28916.910156
18.121580, 20674.978516
18.113344, 13838.289063
18.105108, 10106.565430
18.096872, 7838.079102
18.088634, 6809.403809
18.080399, 6370.183105
18.072163, 6664.563477
18.063927, 6698.606445
18.055689, 7084.292969
18.047453, 7162.645020
18.039217, 7446.735352
18.030981, 6843.362305
18.022743, 5988.583984
18.014507, 5653.693848
